name,score,comment,vote,time
陈矮,allstar30 rating,1、量子领域、量子纠缠、灵魂宝石、平行时空…… 这些完全可以发展出崭新世界观的有趣设定全部丢掉，退行到无聊至极的“回到过去”梗，整一个“回顾漫威十年大彩蛋” ；2、阿灭干掉全宇宙半数生灵，其他星球的人在干嘛呢？坐等惊队救赎吗？不来围剿阿灭吗？没有，一个铁人就够了，为了情怀抛弃世界观合理性和戏剧想象力的典型操作；3、所有角色都沦为龙套，在头号玩家式的大混战里丢丢斧头打打手枪，就算完成这些人物的交代了吗？未来漫威的主角就是一个毫无性格、毫无设定、背后站着一群女权簇拥的惊奇队长了吗？收官之作可以继往，不用开来了吗？漫威宇宙结束了吗？4、第一次感到复仇者联盟更像是一个不怎么用心思考，只知道维持眼前伪善怀旧温情的右派保守主义蠢货，令我完全失去了对他们的共情，并为阿灭遗憾。一个时代终结，希望下一个能更有勇气,26,2019/4/25
仁忠?,allstar50 rating,全球首映！！谢谢漫威的生日礼物！！,6,2019/4/25
教主,allstar50 rating,明知没有彩蛋，还是要等,35,2019/4/24
褚然,allstar50 rating,这TM哪儿是电影啊，是一场狂欢，是一场20岁到30岁的青春狂欢。把十年的回忆和人物叠进三个小时里面，每一秒每一帧都能有他说不完的故事，每一场面每一话都有能戳中心底的地方，也许许多的不完美，都在这三个小时里面完美了，也许许多的遗憾，也就留在了这三个小时里了。End Game，End the Start。,16,2019/4/24
我是国王,allstar40 rating,完结篇教会观众说再见就可以了。带点哲学意味的商业片无法抗拒。祝福三位片约到期的演员。ps小蜘蛛出现的时候响起了掌声，果然是最受欢迎的角色。,27,2019/4/24
芥末蘸酱,allstar50 rating,要啥给啥，真·官方逼死同人。,20,2019/4/24
正军,allstar30 rating,灭霸死的时候竟然让我有些伤感？如果对妇联有感情，最好就把3当成终点，4像大学毕业时的合影时间。人在学校，可心早已不在。往往最值得回忆的竟然是大三那段回忆。灭霸就是我们主任。你个响指我的毕业证就没戏了……,29,2019/4/25
Ou,comment-time ,这片子几乎是个检索表，我觉得可以在Netflix上做个带超链接的版本，在不同人物时空穿越时可以点击进入以往漫威电影。Doctor Strange竖起食指的时候，不知怎么就想起了《影像之书》的手指。,8,\
无耻不混蛋,allstar40 rating,我觉的吧，挺着啤酒肚的锤哥，是最大亮点。一部电影，能做到，让全球影迷像过节一样，你说，这部电影，牛B不牛B？！,15,2019/4/24
不瓜迪???????,allstar50 rating,女朋友没哭的话注意一下了,23,2019/4/25
Luc,allstar30 rating,用最笨拙的方式自我致敬，可是逻辑Bug让我夜不能眠。英雄集结总是来得太晚，至少证明了灭霸是个彻头彻尾的恶棍大Boss，“不要听他说什么，关键看他做什么”！,20,2019/4/24
如小果,allstar50 rating,你们那么多人欺负我灭霸一个，算什么英雄好汉！,18,2019/4/24
天马星,allstar30 rating,超级英雄、电影主创和影迷观众完成了一场超大型告别会，英雄有了各自归宿，主创完成各自使命，影迷告别各自青春。欢笑也好，泪水也罢，在时间面前都混合成彼此心有灵犀的感动，复仇者联盟的最后一战不负众望。但是，抛开所有自我感动的情怀，在二刷《复仇者联盟4终局之战》之后，我发现我无法再对影片产生连接，我发现影片更像一个时长三小时的美剧，前期回顾+时空穿越+下回分解。我不得不佩服罗素兄弟的缜密设计，所有影迷想要的他们都做到了，甚至还隐藏不少惊喜，但也因此我能看到扣在影片上牢牢的枷锁。《复仇者联盟4终局之战》是一部合格的水准之上的作品，它给了角色与影迷最好的交代，但缺乏令人难以忘怀的电影之独立自由的灵魂。,15,2019/4/25
野思,allstar40 rating,"1.地球人：欢迎灭霸莅临地球观看复仇者联盟大阅兵。灭霸：地球人必死！

2.剧情宛如一出年会，就俩环节，投屏放映《两小时回顾漫威宇宙全系列电影》，再邀请所有主创合影留念，嘉宾颁发荣誉退休勋章。邪恶的紫女巫灭霸不请自来：你们为什么年会不请我！我要诅咒你们在座最漂亮的公主五年后手指戳到纺锤尖陷入沉睡。

3.其实我不怕角色死亡，反正漫威有一百种方式让他们复活。但我怕演员老去，借角色之死告别电影，那就真的角色死亡了。

4.电影最令我感到失落的是，每个超级英雄的人物弧光最终变成了一种疲软的退休宣言，每分每秒都写着“这不是你的个人电影，你得给其他人留几个镜头。”先前个人电影逐步丰满起来的人物维度，在这部阅兵式电影里只被允许展现单一侧面。我知道我永远错过了那个答案。

再见，最好的超级英雄们。",22,2019/4/24
旧书君,allstar40 rating,就像一部十年的电视剧完结，因为故事已经完全无法收拢，只能把重心转移到角色本身。让每个角色都拥有最完美的/注定的归宿。安东尼罗素客串的那一刻，我在问自己：你还喜欢罗素兄弟吗？那个以废柴联盟作为表达把《回到未来》奉为圭臬的罗素兄弟，现在把time travel以如此粗暴的方式作为最大谜底来交差，我心情很复杂。观影半途甚至以为，这个系列的收尾会更加科幻本质，不，更加美漫精神一些，把故事线肆意泼洒出去，最终形成一个【混沌又美丽】的图景（比如乔治马丁写的《局中变》）——最终还是发现，我对于罗素兄弟太高估了一些——又或者说对于漫威流水线的高压强度低估了一些。总之，这个HE是一份满意的影粉答卷。但仅限于此。,10,2019/4/24
萝卜^^,allstar20 rating,剧情乱七八糟，太多剧情杀,34,2019/4/24
kis语,allstar50 rating,24号上午就去看了。说真的，抱着全员死亡的心情去看得我，还是看哭了。我的铁人和寡姐！！！！,4,2019/4/27
瓦力,allstar50 rating,泪别英雄的同时，别忘了那只老鼠，没有它，后面一切都是扯淡......这是一次串起此前多部电影情节点满情怀燃泪齐飞的严重粉丝向落幕，普通观众观影压力甚大，请尽可能重温之前的21部电影，尤其是《复仇者联盟》《雷神2》《美国队长2》《奇异博士》《银河护卫队》《复仇者联盟3》《蚁人2》... 文戏相当走心，但对于一个文戏占绝对比重的落幕片来说，本片的最后一战虽然很燃却有种达不到尽情释放的遗憾，许多英雄只是大景别里的一个模糊身影一闪而过，冲着罗素兄弟一贯的高水准动作戏去期待是会有些落差的 。9/10,40,2019/4/24
叶枕,allstar50 rating,复联3是美国春晚，中国人民熟悉的男大奶子女大奶子老艺术家们给大家拜大年的话，复联4就是熬过午夜美国李谷一奶奶出来唱难忘今宵了，你能想象得到一切文化社交热议并且热爱都在此刻汇聚，包含中国全球首映、五个亿的预购、sns疯狂刷屏，包括首映后三点第二场依然爆满还起立鼓掌的赞誉。文化意义远大于电影本身的存在。,21,2019/4/24
惘然,allstar40 rating,不能剧透对吧？那就是灰化肥挥发会发黑，黑化肥发灰会挥发。完毕。,11,2019/4/24
春天情書,allstar20 rating,典型的共犯—共感世界，以反類型來鞏固類型。鋼鐵俠的告別依舊是工整的神話敘事：他是不得不死的，一是因為真正的英雄在完成尋父歷程後（他的愛情也服務於尋父）便註定要以赴死來作真正的回歸，這是作為文本內最高價值物的情感也無法扭轉的。二是因為其實很多時候英雄還是依賴他者來書寫的，而有趣的是，這次結局不再是由區別於英雄的凡人來建構神話，而是由另一個英雄即奇異博士來直接推動（是同步的在場的，而不是修飾的限制的）這個英雄去犧牲并抽去他日常化的可能——但換個角度想，參與到這種推動的其實首先是觀眾（最需要他以死來成就自身乃至一切的其實是觀眾，這是為求最大的共情，也是為把漫威/觀眾的十年作一儀式性的描繪）。至於滅霸，他衹能被建構成被動的失語者以及鋼鐵俠的「他我」——這種一體兩面的設置讓類《守望者》的結尾再無可能。,27,2019/4/24
Brockiller,allstar30 rating,可能只有我心疼惊奇队长吧，别人是人设崩塌，她是没有人设,28,2019/4/24
低能钛合金,allstar40 rating,"【B+】
托尼遇见他爸，索尔遇见他妈，史蒂夫赶上了约会。
家庭的羁绊，爱情的缺憾，还有责任的使然。
在被真正触动的情感面前，那些逻辑上的种种瑕疵和令人腻烦的插科打诨竟然都可以被原谅。",16,2019/4/24
rzwawa,allstar30 rating,就像是一场大餐最后的压轴甜点，努力满足所有需求，努力挽回所有遗憾，努力搅合所有想法。薄薄的糖壳裹着玻璃碴，玻璃碴盖不住剧情漏洞和人设矛盾，所有人物都留下了意难平，这电影凭什么拿到豆瓣9.1分？,30,2019/4/24
何小沁,allstar30 rating,初代英雄集体谢幕，对十年漫威企划的圆满作结。巨星阵容太臃肿，情怀需求攒得太满，已经严重挤压了故事空间，这个结局对所有主演和漫威来说都是一次彻底解放。就拿这集来说，穿越做得实在太敷衍和潦草了。当然，将22部融会贯通回顾一遍必定感人至深，迪士尼和漫威在IP经营上确实是全球的老大哥。除元老外其他基本都是客串，我奇异博士戏份就少得可怜，已经尽量将各方面考虑平衡到最好了吧。,16,2019/4/25
Simon,allstar20 rating,妇联4一如既往的弱智剧情，不知道多少人无脑跟风，我相信有人或许是感动了，但大部分在朋友圈刷文的都是跟风的，因为这部只有特效和好莱坞流量明星的商业片，网络上充斥着各种矫情做作的文章，看得令人生厌，真是散发恶浓烂臭，就电影本身而言，我不否认它的优秀的商业价值，但看不惯那些跟风舔的人,46,2019/4/24
珍妮的肖像,allstar40 rating,是啊，可以说我来为烂片刷惆怅，当然还是坏人的失败，终结了一切故事，连复联组织也很难没有幻灭感吧。美国没有翘臀了，也没有彩蛋，也是要从扫地大姐嘴里不耐烦的说出来才是真的没有彩蛋。其实是终篇里有很多果，投掷给前这么多部的因。三个小时，的确有泪点和唏嘘。灯亮，观众丧如一地垃圾。,7,2019/4/24
Browse_D_Romanc,allstar50 rating,陪跑十年 期待下一个十年 ,23,2019/4/24
T.V.Zoe ?,allstar50 rating,事实证明我这种伪粉也会哭到爆  最好的复联 最好的结局  爱你们 三千遍  ,13,2019/4/24
瞬间收藏家,allstar40 rating,据说杜伦大教堂在这部2333 快公映吧！2018-05-12想看 | 三小时的电影每个小时干了一件事，简直是掐表写的剧本? 最喜欢新泽西一段，“hail hydra”笑哭，女角色集结一段意外。完成规定动作，各种前后呼应加分，前段略松散，高潮差口气。寡姐钢铁侠戳泪点，各位毕业快乐TUT PS 杜伦大教堂内景就是阿斯加德233,0,2019/4/27
皮革业,allstar40 rating,已注射剧透疫苗。可以说，番位和剩余价值决定了结局的走向。被The Big Lebowski梗儿逗乐了，看完才想起来督爷本人是演过《钢铁侠》的，MCU的开山大反派。,10,2019/4/24
不良生,allstar40 rating,最后一次见面，他知晓她留在过去，她知晓他来自未来。她对他说，“每个人都无法成为理想中的自己，衡量一个人、一个英雄，要看他们是否成功做自己。”他们都做到了，足够。神明大厦坍圮，肉身成住坏空，既然我们终有一别，那就告别吧。正因参透生死，故而不再畏惧生死；正因看淡生死，故而才能从容赴死；正因这里有我们的一生所爱，故而依旧贪生怕死；正因我知道你知道我会死，故而才敢爱你三千次。,5,2019/4/27
大清新,allstar50 rating,十万个为什么是托尼，我得重温多少遍钢铁侠复仇者联盟才能弥补这样的悲伤,18,2019/4/24
时间之葬,allstar40 rating,遇见过去的自己（或者对自己最重要的那个人）是个不错的主意，但是同样的伎俩如此频繁地重复使用，就是另一回事了。最煽情的两次死亡其实气氛都差蛮大意思的，无谓的嘴炮也真的过多了点，但是这一顿情怀操作，还是值得多鼓励半星的,8,2019/4/24
Avril Lavigne,allstar20 rating,啊哦哦哦哦哦！胡萝卜唐尼终于死了！4完全就是个粉丝向的电影，我们这种人冲着看灭霸怎么死去的，以为会有新的力量出现，结果得到的是大篇幅的怀旧，又臭又长。当然有些幺蛾子会来说，你不喜欢看的就不要看，你这个hape你不看怎么知道好不好看？你们复联粉丝不是对剧透厌恶至极吗？,10,2019/4/25
方枪枪,allstar40 rating,心满意足，睡觉去了。千言万语一句话：爱过。,12,2019/4/25
内有恶犬,allstar50 rating,系列连续剧最好的终章，在一片欢呼里哭得好大声，漫威要我命。,13,2019/4/24
過期貓糧,allstar30 rating,人多，场面大，平铺直叙，给大家都争取了个露脸机会，只能说安全上垒，勉强及格，没有任何惊喜。说真的不是粉丝就别专门去看了，我这样每部不落的看完感觉也就那样。9分8分的太可笑了，感觉做成这样也挺贵的吧？给个7.5分不能再多了。,12,2019/4/27
老罗Lazzaro,allstar40 rating,平衡每个关键角色战力，大战交锋酣畅淋漓，漫威真的很会戳影迷G点了。告别！,2,2019/4/24
往北的海夜未眠,allstar50 rating,"2008年，""I AM IRONMAN""，拉开漫威宇宙的恢宏序幕，十年之后，""I AM IRONMAN""也成了初代复仇者也是我的漫威岁月最好的落幕。
有很多遗憾多幸运可以弥补，那些没说出口的告白，没来得及的拥抱，和被错过的漫长人生。
有很多缺陷却无法再圆满，那些痛不欲生的放手，毫不隆重的道别，和本应见证和守护的成长。
从奇异博士用时间宝石换回你性命的那一刻起，为了最终结局的牺牲就已经成为了你的宿命。因为只能是你，必须是你。故事由你开始，也该由你结束。我相信在另一个宇宙你和你的爱人也会度过平凡安稳的一生。但我会永远怀念初次见你时那个神采飞扬又玩世不恭的天才发明家。
你所做的，是世界上最好最最好的事，而你即将得到的是你一生最安详最最安详的休息。晚安，Tony Stark，我爱你不止三千遍。",12,2019/4/24
失控的小跳蛋！,allstar50 rating,又名：《被偷走的那五年》,14,2019/4/25
头你别疼了星人,allstar30 rating,好一场宇宙量子时空。。。橄榄球？？？,16,2019/4/24
redhousepainter,allstar30 rating,其实根本没有什么好剧透的，黑寡妇个人格斗能力估计还不如徐浩峰，牺牲她换来灵魂宝石是最经济的。钢铁侠和美国队长早就宣布不续约了，不是死就是退休。后半段的大决战在特效上也是乏善可陈，还没有复仇者联盟3好看。漫威这样再拍下去真的来不动了。,8,2019/4/27
qw0aszx,allstar30 rating,算是罗素超常发挥了吧 ★★★☆,18,2019/4/24
木由,allstar50 rating,在法国还能遇到在电影院不顾旁人全程讨论讲解剧情的中国小情侣，观影体验极其恶劣。忍不住了拿中文制止他们，结果人家装没听见接着说，粗暴地毁了我的复联。难过的是，我感到丢人多过生气。,10,2019/4/27
帝国绝凶鼠大王,allstar50 rating,是好看的，线头基本都收了。我忍不住觉得最后是在踢皮球，击鼓传花甩一个光荣弹的机会，毕竟这个机会看起来谁都可以。你们看看寡妇和鹰眼是怎样慷慨赴死的，再看看其他人是怎么互相甩锅/手套的，铁人死于运气不好，到他手里音乐停了。说好的打响指前要经过一段痛苦的充能呢，绿巨和 thanos 都是如此，但某角色的响指/便当怎么这么熟练啊？与钢铁侠并肩战斗一千万次的奇异博士，并不想用时间宝石复活钢铁侠。说好的 bttf 及一切时间旅行都是 bs，你不能通过回到过去改变当前的一切，然鹅最后表明某角色还是成功了。当然，这些都可以用一切皆为宿命进行解释，但那就更没劲了。一个经历了各大事件几乎全知全能的美队，回到过去看着注定发生的悲剧再一次上演却只想当个无名扫地僧，懒得救冬兵，放任他被洗脑肉体折磨70年，真是太符合美队人设了你说是吧。,8,2019/4/24
艾晨,allstar40 rating,喜欢的地方：收尾得挺好，和前面的剧情也都串联了起来，关于过去和未来，现实和记忆，情感和选择。不喜欢的地方：无聊的口水话太多了点；惊奇队长的存在也太不和谐了点，没有预告片里的那种震撼感。,14,2019/4/24
魏知超,allstar40 rating,用穿越来拯救世界是个烂俗点子，但用穿越来告别却再合适不过了。如果顺着前两个小时的情绪拍到最后，能给五星，但最后的大乱斗实在太无聊，全挤成一团正面硬刚有什么好看的。,5,2019/4/27
QLQ,allstar50 rating,没有彩蛋，但是仍然看完字幕才离开。,7,2019/4/24
饮歌,allstar40 rating,换取Soul Stone那场戏的时候，自己的眼泪止不住的流，如果不是因为这，自己都不敢相信漫威宇宙已经陪我走过了这么些年。这最后一仗打得虽说不是尽善尽美，但绝对是一部合格的好莱坞爽片，从故事、特效到情感带动，到底是没有辜负这么多年布的一盘大棋。寡姐，你永远是我的女神！,8,2019/4/26
小片片说大片,allstar50 rating,那是我逝去的青春。,21,2019/4/24
阿暖,allstar40 rating,用一场逆转时空的旅行串起十年作品，实在是非常巧妙的怀旧。时间理论虽然解释得不清不楚，但也算有趣。漫威从来不存在我的青春里，但有几场戏也算印象深刻，比想象中好看。,7,2019/4/24
娓娓,allstar50 rating,左边一对情侣卿卿我我女的抱怨坐最后一排啥都看不清楚练听力，不然就是跟男的说饿又不让男的去买吃的。右边两个女的其中一个从头到尾卧槽卧槽卧槽真想扇她，全程叨逼逼最后又狂哭，叨逼逼也让我想起一些剧情那就算了。美队抡锤子真是神了。。。,12,2019/4/24
李之无昂,allstar50 rating,今晚在影院的人真幸福。,19,2019/4/24
晚安好运?,allstar50 rating,Just like all your wildest dreams come true! 这部有多么圆满，未来的布局就有多么难。初代远去后，可能再也不会有这种期待和满足感了。PS：小男孩哈利都出现了，真的不交代下希芙的结局吗？,6,2019/4/25
起来就走,allstar10 rating,最为史上最豪华最糟糕的肥皂剧 终于完结啦 试问一下 漫威这波太极打完 往后打啥 ,21,2019/4/24
Anita 煎酿三婶,allstar30 rating,非漫威粉说句老实话会被打吗？《复联4》的冗长无聊，人物的拥挤，足以让这部大结局成为一部非常平庸的作品。,16,2019/4/24
刮刮油,allstar50 rating,收官之战心疼雷神……,13,2019/4/27
小明灯仁波切,allstar50 rating,作为粉丝，我真的真的爆哭！！完美的剧本，太多梗了，每个角色的情结都照顾到了，我需要缓缓，然后二刷IMAX,26,2019/4/24
壹安2,allstar50 rating,又一场青春十年告一段落，除了英雄，我们还见证了整个光影体系的十年蜕变。是结尾，也是开头。,8,2019/4/24
Lyz,allstar50 rating,只要看见这个电影名字就高潮了好吗。。。。|  结果从头哭到尾，我都不记得我上次哭得这么悲惨是什么时候了。那种复杂的心情，又感动，又不舍，又欣慰，又难过的简直了。虽然知道Marvel的宇宙观里其实是没有真正悲伤的结局的，但是每一个牺牲，每一个失去，每一个分别都还是从最深处触动我。所有的重生，回归，相聚都是种失而复得。十年时间过得真快，仔细看看其实真正能陪伴我走过十年的人或者东西屈指可数。我很幸运，拥有这个宇宙！,12,2019/4/28
万户,allstar30 rating,"从钢铁侠1到现在，姑且算圆满收工吧，从开始的惊喜到现在的疲倦，可能罗素兄弟水平也就这样了，商业考虑大于剧情合理性的电影。不过好歹漫威成了，之后应该也不会有这样的成功了。
你自己的时间穿越也就这个水平啊，何苦嘲笑别人呢。
最后的大战，好看在哪里？组了一个妇联？",12,2019/4/25
koala,allstar40 rating,不喜欢任何do over的设定，所有牺牲正因为无可挽回而悲壮。只说喜欢部分：1、鹰眼和黑寡妇去取心灵宝石，和上一部灭霸去取形成了对比，正是这一部分让我把灭霸列入反派。这段动作戏超帅气，这两个人真是到最后一刻都在互掐绝不手软，毫不相让。但仔细想想这里的设定是，你笃定自己是对方最爱的人，你确信自己跳下去是要有用的。这两个人对此都一点废话没有，人世间能有如此的人，且彼此心知肚明，也是幸运。既虐却暖。再看开头和结尾鹰眼俗世的幸福，又是一叹。2、混战中保护惊奇队长特意有一个girls power的片段，很燃。3、片名是End Game，想起安德游戏。反而是灭霸说的话印象深刻，你们执着于无法忘记过去，才无法开启新的未来。但在过去现在未来，也正因为与之羁绊的人，才有存在与保护的意义。,14,2019/4/24
WilliamOsborne,allstar50 rating,"让我先打个五星缓缓，拍红的手打字很困难，而且现在找不到任何合适的词语形容。
每一句台词都是梗，粉丝都能get到并为之欢呼。总之，一段旅程结束了，初代们，还有我。",7,2019/4/24
努力搬砖的z酱,allstar40 rating,建议吃点咸的入场233,24,2019/4/24
刘康康,allstar40 rating,作为一个漫威黑，还是承认这部收尾之作确实拍得不错，稍稍看到了一点复联1的影子，在一堆超级英雄大乱斗里，花了笔墨去刻画人物讲述困境，美队、钢铁侠、雷神的人物弧线都写得很漂亮，不过绿巨人、鹰眼、寡姐的人物弧线写得就差些。尤其是寡姐，按理说她那场戏的情绪点应该放在灵魂黑夜这个阶段，结果电影里另外几拨人还在嘻嘻哈哈做任务，她那边直接开虐，观众情绪转不过来，而钢铁侠和美队的情绪点就很恰到好处。以穿越的形式把漫威电影宇宙里的几个名场面串联了起来，情怀满分，剧作结构也没毛病，看完之后同伴问我穿越设定有没有BUG，我说看漫威你还要带脑子吗？这已经算是这几年漫威引领的超级英雄电影低龄化风潮中没那么低龄化的一部了，还要什么自行车啊？（说着说着又忍不住开始黑漫威了……）,7,2019/4/25
你在终点等我,allstar50 rating,I am Iron Man,25,2019/4/24
王写写,allstar40 rating,短评剧透，请及时回避目光——MCU首次危机以托尼救世开始，这次以托尼救世结束；MCU本身又以铁人诞生开始，以铁人死亡结束。所以在无限传说里，铁托是绝对主角，而对元老复仇者而言，美队是绝对领袖。漫威以复联四部做主线，骨子里是传统的双主角设定，自然也要由他们落幕。本片是一部上乘的大结局，个人认为是美队2之后最好的漫威电影。罗素找到了正确方式串联起曾经的许多关键时刻，三小时的叙事快感很强。一切都回归原点，一切也都做出了结，22集电影至此成功形成闭环。遗憾是对“时空劫持”的叙述简直是一笔糊涂账。从钢铁侠1到复联4，整个无限传说本质上说的是对生命要抱以何种态度的问题。从纽约大战开始，复仇者在拯救与牺牲中不断徘徊，与灭霸的对抗本质是一场拔河比赛，生命就是绳子。虽有不少缺陷，至少无限传说的文本终于完整了。,9,2019/4/24
陆冠均,allstar50 rating,漫威把“电影宇宙”的玩法推到了一个新的极致，登峰造极的功力。,10,2019/4/24
Neroat,allstar40 rating,漫威系列全部追下来，终于完结了。黑寡妇取原石那段有bug，雷神严重OOC，其他的脑洞都挺好，剧情前面过于温吞，后面比较精彩，画面特效都很好，3个小时还是很值的。结局难免有点遗憾，不过总的来说挺圆满。加上情怀给四星吧。,6,2019/4/24
麦田里的终结者,allstar50 rating,It's beyond entertainment. It's an experience I'm proud to be a part of.,6,2019/4/25
Lycidas,allstar20 rating,冗长无趣，全程被巨大的尴尬笼罩，一群女英雄站在一起那幕政治目的明确得我快吐了。即使拖沓成这样戏显然还是不够分，导致所有人物基本上跟会动的手办没什么区别。一个商品英雄时代终结，必然会有下一个跟上，真有几分感慨之处可能也只是自己再也回不到看这样的电影还会激动的年代了吧。,15,2019/4/27
何阿嵐,allstar40 rating,告別的年代，至少能有一次真正的告別。時間無法逆轉，消逝生命無法重臨，同樣被時間所困，沒有任何生命能掌握「道」，就算英雄再強大，也要找尋重新前行的方法，能回到過去也好，面對的都不是我們不熟識的人，能承續的只是犧牲的同伴和愛人們的意志，重現眼前的場景是一場心靈治癒，或者更有掌握真相的應對。(美國)英雄們不是為了私利，只為取回失去，而是有感不公而走上前線(還記得為何要拯救Ryan嗎？)， 如果Infinity Saga 對當下(美國)社會有什麼意義，來到最終章將底牌揭開，是飛機撞向帝國大廈的回聲，以至我們這11年來生命中的經歷與電影系列的結合，銀幕上也同樣上演自己的《Boyhood》，一次又一次回應粉絲們的所求，在生活中談論和期望，連結起眾人的悲歡離合，虛構走入生命，情感消費發揮極限。這是(大眾流行)電影的勝利和(藝術和風格的)失落。,4,2019/4/27
L'automne,allstar50 rating,大家都再次回到战场上，再次并肩而立，一切似乎都回到了过去，所有的可能性都再次对所有人敞开。重来一次，每个人都更确信自己是谁。现实中不会一切都完美无瑕，Mr. Stark，一个精明的商人，以一己之命换人类的安宁，whatever it takes。,9,2019/4/24
Mr. Infamous,allstar50 rating,此生不再的体验！庆幸有漫威，庆幸有那么多喜爱的角色陪伴多年，庆幸有那么丰厚的情感累积。最爱的，始终是Captain America & American Ass。?,8,2019/4/24
VeryGZ,allstar50 rating,大概是亲眼见证参与了一次流行文化狂欢节，上千来号粉丝乌泱乌泱挤在零点前的影院进行一场朝圣活动，从提早5分钟放映片头龙标起始，到影片中每个笑点燃点泪点checkpoint点，再到片尾致敬名单展示都会集体发出掌声、欢呼声、尖叫声乃至啜泣声，一次独一无二的、极为珍贵且难忘的体验，远甚于电影节2001太空漫游场氛围。话已至此，完全能够想象到在几十年后的那些电影里，Avengers这个“复古”文化符号被cue到的频率有多高。待IMAX二刷 @卢米埃长楹天街 LD Plus零点首映,6,2019/4/24
巴伐利亞酒神,allstar40 rating,一座完美闭环的造就，一场奇异梦境的惊醒，一部史诗篇章的落幕，一个华美时代的终结。,10,2019/4/24
A-sun*,allstar40 rating,看到灭霸的退休生活我竟然心生恻隐?,5,2019/4/28
咯咯精,allstar50 rating,春晚 每一对cp的粉丝都得到了生命的大和谐 甚至是爱一个时间线上不存在的人 and I bought it all 对雷神产生了真实的感情 雷神啦啦队队长是我 but who run the world? girls!（lebowski mungo jerry kinks//IMAX三刷 我从纯冬盾到半盾铁,8,2019/4/24
特拉法爾諾,comment-time ,我不想给★。大概不该对罗素兄弟拍的MCU抱有任何希望吧。梗（或者说抖机灵）过于密集然而怎么讲，就，仿佛又看了个Voltron S8【←这大概算剧透】罗素兄弟team Captain实锤（？？？）但这个队???爱过【。】是货真价实的END了。,4,\
godannar,allstar30 rating,其实和十来年前漫画市场上发生的事情没有多大的区别，漫威凭借更加贴近生活的英雄策略占领市场，DC则沉湎于过去的荣光不能自拔，偶尔拿出些好东西却又随手抛弃。那时的我，多半会嘲笑如今这个平心静气面对偶像化英雄的我吧，然而他并不知道，在他眼里怎么都不够顺眼的黑暗骑士才是他梦想的神话时代最后的余晖，如今一切都更糟糕了。MCU这个阶段的结束，希望，是超级英雄重新对正义发出疑问的开始（金刚狼和蝙蝠侠不能再TMD继续缺席了！）。,5,2019/4/28
阳光彩虹小白马,allstar50 rating,不会二刷 我真的承受不来这个结局。黑寡妇死的时候 后排女生哭的直抽抽 我心想 有这么夸张吗 至于吗 我只是有点眼泪水出来。后来消失的英雄全部出现的时候 觉得很感慨 也掉了眼泪。最最后来 钢铁侠打响指的时候 哭的 控制不住自己 真的是抽了 我没法接受 无法接受。但是漫威 还是 谢谢你。还有复仇者们 我永远 永远爱你们。,26,2019/4/24
Tyger Tyger,allstar20 rating,对于没什么漫威概念的我来讲，这片子真是粗糙到可以，到最后挤进一大堆本集前三分之二根本没出现过的人物，想来是几部前集的，根本就是百货公司玩具柜台货品盘点。另外，千万不要看粉丝场，我出了近五年最贵的票钱，结果边上三个小伙子一路奉送评论音轨，不晓得自己是赚大了还是亏大了~,8,2019/4/27
Madison,allstar50 rating,能想到来的，没想到来的，都来了。,12,2019/4/24
第七大陸,allstar50 rating,给好友评分中的所有差评点了赞并同意，然后依旧可以打出五颗星的电影。,6,2019/4/24
余小岛,allstar40 rating,完结与传承。每个人都找到了自己最好的宿命。圆满了。,11,2019/4/24
蔕,allstar50 rating,穿越时空这个设定我觉得还是存在不少bug，但终局之战真的犹如烟花盛宴最后最绚烂耀眼的闭幕，只是这个结局还是让我无比伤痛，英雄终是离我们而去，一个时代仿佛结束，而我们也仍将孤独前行,19,2019/4/24
XXXXL,allstar10 rating,以为要看《手撕灭霸》，最后发现看的是《钢铁侠4》。,19,2019/4/25
glim,allstar30 rating,挺好，忘记过去，就不能改变未来…所有恶势力也都会化作飞灰，跟赵无极一样飘来飘去,10,2019/4/24
次等水货,allstar40 rating,化繁为简了，更多是创作上的有意为之，也可能兼有占了上一部结局的好处，不管怎么样都比上一部好看太多。不算片尾不到三个小时的叙事一点不会让人觉得冗长，大家各司其职各归其位，极大限度照顾到了每一个角色。感人的地方很多，除了你我相逢，还有太多标志性的瞬间，这些瞬间是致敬是缅怀或是一种仪式感。,16,2019/4/24
corbelle,comment-time ,感觉有点像看建x大业… but in a good way,4,\
猪大勇,allstar50 rating,呜呜呜，漫威粉一本满足。,7,2019/4/24
糯木,allstar50 rating,"太棒了！我先打10星，你们随意。初代十年处心积虑埋线，直至终章才完整爆发这个宇宙的真实魅力，叹为观止。我们才终于见识到，“十年布局”原来真的不是一句投机取巧的营销文案，而是实打实的严谨工作，一个精心布置的局，一个像蛇的首尾完美咬合的圆。
看得出来飞机也很信任手下，让编剧和导演放手去做，这个团队平时工作大概就是一群疯子在头脑风暴吧，什么事都干得出来。即使你猜了3000个剧情，他们依然能交出第3001种脑洞。即使吃过3000把刀子，他们依然能给你第3001个爱的理由。
这个电影，从某种意义上，真的做到了史无前例。感谢所有所有创作和工作人员，谢谢你们整出了这么牛逼的宇宙，邀我们见证。",6,2019/4/24
